shipment_id,order_id,carrier_name,warehouse_id,shipment_date,estimated_delivery_date,actual_delivery_date,shipping_mode,shipment_cost,delay_reason
SHIP-000887,ORD-000949,maersk,wh-28,Jun 30 2025,Jul 04 2025,2025/07/03,Ocean,19.17,
SHIP-000888,ORD-000223,Fed Ex,wh24,05-May-2025,2025-05-06,2025-05-06,Ground,21.07,Documentation Error
SHIP-000889,ORD-001552,UPS,WH-18,2025-02-26,28-Feb-2025,2025-03-01,Ground,31.95,Warehouse Processing Backlog
SHIP-000890,ORD-000106,Blue Dart,WH-24,2025-08-17,2025-08-16,18-Aug-2025,Ground,19.37,Warehouse Processing Backlog
SHIP-000891,ORD-000674,,WH-26,2025-06-02,Jun 06 2025,06-Jun-2025,Express,53.82,Carrier Capacity Shortage
SHIP-000892,ORD-000643,UPS,wh36,24-Aug-2025,2025-08-27,Aug 27 2025,Air,43.95,Port Congestion
SHIP-000893,ORD-001783,Aramex,WH-13,Nov 16 2025,2025-11-20,22-Nov-2025,Express,71.38,Labor Shortage
SHIP-000894,ORD-000666,UPS,wh36,Feb 05 2025,Feb 08 2025,Feb 08 2025,Ground,28.39,
SHIP-000895,ORD-000510,aramex,WH-57,Jan 31 2025,2025-02-07,2025-02-07,Ground,26.49,Weather Disruption
SHIP-000896,ORD-000132,Aramex,WH-17,2026/01/04,Jan 09 2026,2026/01/09,Ground,20.13,
SHIP-000897,ORD-001254,maersk,WH-02,2025-07-21,2025/07/25,24-Jul-2025,Ocean,35.38,Supplier Stock Shortage
SHIP-000898,ORD-000445,UPS,Warehouse 20,Aug 25 2025,2025-08-28,Aug 29 2025,Air,41.87,Supplier Stock Shortage
SHIP-000899,ORD-000972,BlueDart,WH-49,2025-12-13,2025/12/17,2025/12/16,Ground,22.73,
SHIP-000900,ORD-000509,dhl express,wh41,2025-11-08,2025-11-11,2025/11/10,Air,47.52,Vehicle Breakdown
SHIP-000901,ORD-000867,xpo logistics,Warehouse 35,07-Apr-2026,2026-04-08,08-Apr-2026,Ground,17.93,Warehouse Processing Backlog
SHIP-000902,ORD-001012,Maersk Line,WH-58,2025-10-30,2025-11-02,2025/11/01,Ocean,19.86,Vehicle Breakdown
SHIP-000903,ORD-000982,ups,wh28,2025/02/01,2025-02-01,01-Feb-2025,Ground,20.76,
SHIP-000904,ORD-001845,Fed Ex,Warehouse 22,2026/02/26,2026-03-04,2026-03-05,Express,66.87,Incorrect Address
SHIP-000905,ORD-000076,bluedart,WH-39,2026-04-27,30-Apr-2026,11-May-2026,Ground,18.52,Carrier Capacity Shortage
SHIP-000906,ORD-000037,USPS,wh-28,2025-04-24,2025/05/01,01-May-2025,Ground,29.21,Vehicle Breakdown
SHIP-000907,ORD-001637,dhl,WH-12,24-Jul-2025,2025-07-26,Jul 26 2025,Air,48.98,
SHIP-000908,ORD-000058,UPS,WH-43,Dec 22 2025,2025-12-27,2025/12/24,Air,55.37,Vehicle Breakdown
SHIP-000909,ORD-000197,Blue Dart,Warehouse 3,Apr 13 2025,2025/04/15,,Air,47.31,
SHIP-000910,ORD-001625,,WH-03,2025/05/15,20-May-2025,,Ground,19.78,
SHIP-000911,ORD-000946,U.P.S.,wh34,2025-11-27,29-Nov-2025,,Air,61.76,Customs Clearance Delay
SHIP-000912,ORD-001047,,WH-12,2025/09/13,2025/09/17,17-Sep-2025,Ground,37.55,Labor Shortage
SHIP-000913,ORD-000322,MAERSK,Warehouse 4,Apr 15 2025,2025-04-19,2025-04-20,Ocean,24.42,Vehicle Breakdown
SHIP-000914,ORD-001492,,WH-57,2026/04/28,2026-04-29,2026/04/29,Ground,27.86,Incorrect Address
SHIP-000915,ORD-001560,Blue Dart,WH-25,May 02 2026,May 04 2026,04-May-2026,Air,50.26,Customs Clearance Delay
SHIP-000916,ORD-000478,MAERSK,wh34,2025-02-12,2025-02-17,2025/02/17,Ocean,23.32,Warehouse Processing Backlog
SHIP-000917,ORD-000087,maersk,wh46,May 23 2025,2025-05-26,2025/05/25,Ocean,41.4,Documentation Error
SHIP-000918,ORD-001706,Blue Dart,WH-59,Mar 17 2025,18-Mar-2025,18-Mar-2025,Air,42.46,Supplier Stock Shortage
SHIP-000919,ORD-000562,ARAMEX,WH-35,Dec 27 2025,2025/12/30,29-Dec-2025,Ground,24.33,
SHIP-000920,ORD-000772,dhl express,wh16,2026-05-28,2026-05-30,,Air,45.49,
SHIP-000921,ORD-000335,dhl express,WH-29,Nov 22 2025,2025/11/21,Nov 23 2025,Express,55.86,Carrier Capacity Shortage
SHIP-000922,ORD-001268,ups,WH-60,Jan 27 2025,2025-02-03,2025-02-03,Ground,18.24,Warehouse Processing Backlog
SHIP-000923,ORD-001278,bluedart,wh08,2025-02-11,2025/02/10,12-Feb-2025,Air,43.51,Vehicle Breakdown
SHIP-000924,ORD-001679,Aramex,WH-13,01-Dec-2025,2025/12/07,2025/12/09,Ground,19.19,Carrier Capacity Shortage
SHIP-000925,ORD-001121,MAERSK,wh11,2026-02-14,Feb 20 2026,19-Feb-2026,Ocean,23.2,Documentation Error
SHIP-000926,ORD-000709,Fed Ex,Warehouse 47,29-May-2026,2026/05/30,30-May-2026,Ground,24.14,
SHIP-000927,ORD-001189,dhl express,wh-26,30-May-2026,2026-06-03,,Air,41.35,
SHIP-000928,ORD-001562,USPS,WH-29,2025-04-07,11-Apr-2025,10-Apr-2025,Ground,17.29,Incorrect Address
SHIP-000929,ORD-001233,UPS,WH-42,Jun 07 2025,10-Jun-2025,2025/06/08,Ground,16.52,Weather Disruption
SHIP-000930,ORD-001734,Aramex,WH-31,2026-02-21,Feb 24 2026,2026-02-25,Express,54.03,Warehouse Processing Backlog
SHIP-000931,ORD-001762,dhl express,wh-06,2026/03/25,2026/03/29,Mar 27 2026,Express,54.48,
SHIP-000932,ORD-000539,MAERSK,WH-59,31-Mar-2025,2025/04/02,Mar 31 2025,Ocean,18.84,Port Congestion
SHIP-000933,ORD-001094,xpo logistics,wh08,May 28 2025,2025-06-01,30-May-2025,Ground,20.44,Supplier Stock Shortage
SHIP-000934,ORD-001328,UPS,WH-53,2026-01-22,2026-01-27,25-Jan-2026,Air,46.23,Incorrect Address
SHIP-000935,ORD-001091,usps,WH-24,03-Jan-2025,2025-01-05,04-Jan-2025,Ground,23.18,
SHIP-000936,ORD-001544,FedEx,wh-07,30-Oct-2025,Nov 02 2025,30-Oct-2025,Air,48.16,
SHIP-000937,ORD-000958,FedEx,Warehouse 46,2026/05/17,2026-05-21,,Ground,26.25,Labor Shortage
SHIP-000938,ORD-000419,UPS,WH-17,2025-09-15,Sep 18 2025,19-Sep-2025,Air,56.2,Carrier Capacity Shortage
SHIP-000939,ORD-001263,UPS,WH-18,23-Mar-2025,2025/03/24,2025/03/24,Ground,20.03,
SHIP-000940,ORD-001819,U.P.S.,WH-03,2025/01/10,15-Jan-2025,2025-01-14,Ground,29.68,
SHIP-000941,ORD-001701,DHL Express,Warehouse 53,2026/02/10,Feb 12 2026,10-Feb-2026,Air,44.82,
SHIP-000942,ORD-000574,,wh12,2025-11-13,2025-11-19,19-Nov-2025,Express,59.13,
SHIP-000943,ORD-001023,FedEx,wh21,2026-02-04,2026/02/06,Feb 05 2026,Air,48.5,
SHIP-000944,ORD-001570,USPS,wh-08,2025-03-11,2025-03-13,2025-03-12,Ground,46.21,
SHIP-000945,ORD-000333,MAERSK,wh-05,2026-05-20,2026-05-22,2026-05-23,Ocean,21.05,Weather Disruption
SHIP-000946,ORD-000852,U.P.S.,wh54,May 26 2025,2025-06-01,2025-05-31,Air,54.36,
SHIP-000947,ORD-000811,Blue Dart,WH-49,09-Mar-2026,2026/03/15,2026-03-15,Air,39.2,Carrier Capacity Shortage
SHIP-000948,ORD-000736,U.P.S.,wh-47,2026-05-14,2026/05/20,2026-05-21,Air,55.13,Supplier Stock Shortage
SHIP-000949,ORD-000902,ups,wh08,Mar 15 2025,20-Mar-2025,2025/03/18,Air,44.25,
SHIP-000950,ORD-001664,DHL,wh-49,Nov 20 2025,2025/11/21,2025/11/20,Express,54.63,Supplier Stock Shortage
SHIP-000951,ORD-000575,FEDEX,Warehouse 32,2025-03-04,2025-03-05,2025/03/04,Express,53.08,Labor Shortage
SHIP-000952,ORD-001589,Fed Ex,Warehouse 55,May 26 2026,28-May-2026,,Express,49.83,
SHIP-000953,ORD-001356,Aramex,wh29,2026-05-18,2026-05-21,20-May-2026,Ground,38.56,
SHIP-000954,ORD-001349,dhl,Warehouse 36,2025-07-27,2025/07/28,28-Jul-2025,Express,64.05,Vehicle Breakdown
SHIP-000955,ORD-001721,aramex,wh52,29-Apr-2025,2025/05/02,2025-05-01,Express,50.51,
SHIP-000956,ORD-001501,USPS,wh-31,Apr 28 2026,2026-05-03,May 03 2026,Ground,19.21,Warehouse Processing Backlog
SHIP-000957,ORD-001068,maersk,WH-06,2025/09/28,Oct 05 2025,04-Oct-2025,Ocean,22.88,Documentation Error
SHIP-000958,ORD-001209,dhl,WH-30,Feb 11 2025,2025-02-14,Feb 12 2025,Express,61.91,Port Congestion
SHIP-000959,ORD-001448,aramex,WH-45,2025-09-08,2025/09/11,11-Sep-2025,Express,55.21,Weather Disruption
SHIP-000960,ORD-000009,DHL Express,wh32,2026-03-18,20-Mar-2026,Mar 19 2026,Air,44.48,
SHIP-000961,ORD-001595,Fed Ex,WH-02,2026/03/28,Mar 29 2026,2026-03-29,Express,54.1,Documentation Error
SHIP-000962,ORD-001711,XPO,WH-23,2025-02-02,2025/02/05,2025-02-04,Rail,13.95,
SHIP-000963,ORD-001592,ARAMEX,wh50,14-Jul-2025,2025-07-21,,Ground,17.74,Incorrect Address
SHIP-000964,ORD-001245,Blue Dart,WH-51,Nov 03 2025,Nov 05 2025,,Ground,31.75,Weather Disruption
SHIP-000965,ORD-001654,DHL,Warehouse 59,2025/11/19,21-Nov-2025,Nov 21 2025,Express,52.24,
SHIP-000966,ORD-000305,MAERSK,wh-21,2025-07-04,2025-07-12,2025-07-10,Ocean,18.67,Carrier Capacity Shortage
SHIP-000967,ORD-001426,DHL,WH-24,2025-01-25,Jan 31 2025,Jan 29 2025,Express,57.06,
SHIP-000968,ORD-001603,maersk,wh27,23-Aug-2025,2025-08-28,2025/08/28,Ocean,18.62,Customs Clearance Delay
SHIP-000969,ORD-000075,xpo logistics,Warehouse 33,15-Apr-2026,2026-04-20,Apr 25 2026,Ground,26.33,Incorrect Address
SHIP-000970,ORD-001153,U.S.P.S.,WH-30,07-May-2025,2025/05/07,May 13 2025,Ground,31.4,Incorrect Address
SHIP-000971,ORD-000523,XPO,WH-26,13-Feb-2025,2025-02-15,16-Feb-2025,Rail,17.28,Vehicle Breakdown
SHIP-000972,ORD-000336,MAERSK,WH-03,2025/01/03,08-Jan-2025,Jan 07 2025,Ocean,26.95,
SHIP-000973,ORD-000570,fedex,wh36,2025/03/14,2025-03-20,20-Mar-2025,Express,57.03,Customs Clearance Delay
SHIP-000974,ORD-000591,U.S.P.S.,WH-41,2026-04-30,05-May-2026,2026/05/03,Ground,28.28,Vehicle Breakdown
SHIP-000975,ORD-000089,XPO,WH-13,Sep 12 2025,Sep 14 2025,Sep 13 2025,Ground,31.27,Port Congestion
SHIP-000976,ORD-000875,dhl,wh30,Jan 29 2026,03-Feb-2026,03-Feb-2026,Express,56.04,Weather Disruption
SHIP-000977,ORD-000810,ARAMEX,Warehouse 19,2025-06-26,2025/06/26,2025-06-27,Express,81.62,Port Congestion
SHIP-000978,ORD-001107,USPS,wh49,Oct 18 2025,2025-10-24,2025/10/24,Ground,18.69,Warehouse Processing Backlog
SHIP-000979,ORD-000218,DHL,Warehouse 22,Mar 18 2026,21-Mar-2026,Mar 18 2026,Air,55.51,Carrier Capacity Shortage
SHIP-000980,ORD-000889,DHL Express,WH-25,Apr 26 2025,27-Apr-2025,2025-04-28,Air,45.04,Incorrect Address
SHIP-000981,ORD-001401,fedex,wh-30,2026-01-11,2026-01-12,2026/01/13,Air,50.5,Carrier Capacity Shortage
SHIP-000982,ORD-000713,DHL,wh20,2025-04-10,Apr 16 2025,Apr 16 2025,Express,54.53,
SHIP-000983,ORD-001269,dhl express,Warehouse 49,2025-01-31,2025-02-02,2025-01-31,Express,54.16,Customs Clearance Delay
SHIP-000984,ORD-000857,DHL,wh44,2025/05/08,May 11 2025,10-May-2025,Express,53.68,
SHIP-000985,ORD-000174,fedex,wh52,2026-02-19,22-Feb-2026,2026-02-22,Express,59.21,Documentation Error
SHIP-000986,ORD-001703,ups,Warehouse 8,2025-11-30,Dec 06 2025,Dec 07 2025,Air,43.51,Vehicle Breakdown
SHIP-000987,ORD-001277,dhl express,WH-17,May 23 2026,2026-05-25,2026-05-24,Express,51.78,
SHIP-000988,ORD-000222,ARAMEX,wh52,Mar 06 2026,2026-03-11,2026-03-09,Ground,19.16,Port Congestion
SHIP-000989,ORD-000320,DHL Express,WH-59,26-Apr-2025,2025-05-02,2025-05-04,Air,61.54,Carrier Capacity Shortage
SHIP-000990,ORD-001615,ups,wh-27,May 03 2025,2025/05/06,2025/05/07,Ground,30.28,
SHIP-000991,ORD-001638,FedEx,WH-13,2025-07-12,17-Jul-2025,2025/07/18,Ground,21.0,Labor Shortage
SHIP-000992,ORD-000879,FEDEX,WH-38,2025-05-30,Jun 02 2025,2025-06-01,Express,58.7,Supplier Stock Shortage
SHIP-000993,ORD-001660,DHL,WH-21,2026-05-14,2026-05-19,19-May-2026,Air,43.28,
SHIP-000994,ORD-001082,U.S.P.S.,Warehouse 44,28-Apr-2025,2025-04-29,2025/04/30,Ground,24.59,Supplier Stock Shortage
SHIP-000995,ORD-000826,DHL,WH-38,May 26 2026,2026/05/29,2026/05/29,Air,46.76,Supplier Stock Shortage
SHIP-000996,ORD-001115,dhl,WH-30,2025-11-20,2025-11-19,,Air,46.68,Port Congestion
SHIP-000997,ORD-000267,usps,WH-20,Sep 03 2025,2025-09-04,04-Sep-2025,Ground,21.82,
SHIP-000998,ORD-000007,MAERSK,wh44,16-May-2026,2026-05-17,2026-05-17,Ocean,44.84,Supplier Stock Shortage
SHIP-000999,ORD-001669,USPS,WH-60,Mar 11 2025,2025-03-13,12-Mar-2025,Ground,29.27,
SHIP-001000,ORD-001352,BlueDart,WH-11,2026-05-03,May 10 2026,2026-05-11,Ground,43.89,Port Congestion
SHIP-001001,ORD-000739,FEDEX,wh-17,2026-05-25,2026-06-01,31-May-2026,Ground,21.59,
SHIP-001002,ORD-000139,XPO,WH-02,2025-01-08,2025-01-12,,Ground,19.37,
SHIP-001003,ORD-000164,USPS,Warehouse 53,Feb 23 2026,Feb 27 2026,Feb 26 2026,Ground,26.03,Customs Clearance Delay
SHIP-001004,ORD-001524,UPS,wh53,10-May-2025,May 11 2025,12-May-2025,Ground,24.59,Documentation Error
SHIP-001005,ORD-000595,XPO Logistics,wh06,2025/05/31,Jun 02 2025,2025-06-02,Rail,26.25,
SHIP-001006,ORD-001746,,wh13,2025-09-19,24-Sep-2025,Sep 25 2025,Air,55.9,Incorrect Address
SHIP-001007,ORD-001843,dhl express,WH-51,2025-11-22,2025-11-26,30-Nov-2025,Express,47.66,Weather Disruption
SHIP-001008,ORD-001345,MAERSK,WH-34,2026-05-02,2026-05-03,2026-05-04,Ocean,39.88,Vehicle Breakdown
SHIP-001009,ORD-001169,ARAMEX,wh39,2025-08-06,2025/08/11,2025/08/09,Express,57.35,
SHIP-001010,ORD-001758,,WH-40,2026-02-02,2026-02-09,2026-02-08,Ocean,23.68,
SHIP-001011,ORD-000961,DHL,WH-16,Jun 17 2025,17-Jun-2025,2025-06-17,Express,68.78,
SHIP-001012,ORD-001330,ARAMEX,WH-39,2025-06-05,2025-06-08,2025/06/07,Express,51.2,Supplier Stock Shortage
SHIP-001013,ORD-001708,UPS,WH-08,2025-08-02,2025/08/02,Aug 02 2025,Air,47.79,
SHIP-001014,ORD-000524,U.P.S.,wh07,2026-04-08,2026/04/12,2026/04/12,Ground,19.0,
SHIP-001015,ORD-001152,XPO Logistics,WH-43,2025-02-23,27-Feb-2025,2025-02-25,Ground,19.56,Customs Clearance Delay
SHIP-001016,ORD-000807,bluedart,WH-03,20-Apr-2025,19-Apr-2025,2025-04-20,Air,55.95,Weather Disruption
SHIP-001017,ORD-000745,UPS,Warehouse 56,02-Sep-2025,2025-09-06,2025/09/08,Ground,36.32,Weather Disruption
SHIP-001018,ORD-001126,ups,WH-14,2025-01-25,2025/01/31,2025/01/30,Ground,17.61,Carrier Capacity Shortage
SHIP-001019,ORD-000579,U.S.P.S.,WH-04,2025-01-03,Jan 05 2025,2025/01/04,Ground,26.84,
SHIP-001020,ORD-000846,aramex,WH-59,2025-01-21,25-Jan-2025,Jan 22 2025,Ground,33.62,
SHIP-001021,ORD-001736,FedEx,Warehouse 46,2025/05/30,Jun 05 2025,2025/06/05,Ground,31.39,
SHIP-001022,ORD-000020,FEDEX,WH-52,Dec 19 2025,2025/12/26,2025-12-27,Express,56.31,Port Congestion
SHIP-001023,ORD-001202,,wh18,2025/01/23,2025-01-23,2025-01-23,Ground,26.77,
SHIP-001024,ORD-001700,,WH-59,2025-05-31,2025-06-02,2025-06-02,Air,50.98,
SHIP-001025,ORD-000634,FedEx,wh51,02-Jun-2025,2025-06-05,Jun 05 2025,Ground,26.37,Documentation Error
SHIP-001026,ORD-001099,,WH-33,2025/06/16,17-Jun-2025,16-Jun-2025,Air,51.95,
SHIP-001027,ORD-000656,ups,wh44,Oct 28 2025,30-Oct-2025,2025/10/31,Air,47.21,
SHIP-001028,ORD-000017,usps,wh33,2025/03/18,Mar 21 2025,,Ground,43.37,Carrier Capacity Shortage
SHIP-001029,ORD-001503,BlueDart,WH-48,2025-04-08,2025/04/13,2025-04-12,Air,44.16,Documentation Error
SHIP-001030,ORD-001078,U.P.S.,WH-35,2025-12-15,2025-12-21,2025/12/20,Ground,34.32,
SHIP-001031,ORD-000138,U.P.S.,WH-46,2025-06-05,2025/06/07,2025-06-06,Air,44.81,
SHIP-001032,ORD-001455,FEDEX,wh17,2025/09/14,2025-09-17,2025-09-16,Air,52.38,
SHIP-001033,ORD-000698,FEDEX,wh-06,2025/06/01,2025-06-07,2025-06-04,Air,44.92,
SHIP-001034,ORD-001489,ARAMEX,wh27,2025-07-15,2025-07-18,2025/07/17,Express,58.91,Warehouse Processing Backlog
SHIP-001035,ORD-000449,Fed Ex,wh-24,2026-02-27,04-Mar-2026,,Air,48.22,Warehouse Processing Backlog
SHIP-001036,ORD-001741,fedex,WH-17,2026/03/11,2026-03-15,2026-03-15,Ground,29.66,Warehouse Processing Backlog
SHIP-001037,ORD-000328,dhl,WH-40,Jan 31 2025,2025/02/06,2025/02/06,Air,44.45,
SHIP-001038,ORD-000318,dhl express,wh-13,Jan 03 2026,2026/01/05,,Express,51.37,
SHIP-001039,ORD-001407,maersk,WH-33,24-Mar-2025,2025/03/26,2025/03/25,Ocean,31.3,Warehouse Processing Backlog
SHIP-001040,ORD-000527,Fed Ex,Warehouse 40,Feb 25 2025,01-Mar-2025,Feb 28 2025,Ground,39.88,Weather Disruption
SHIP-001041,ORD-000088,Fed Ex,wh-12,2026-04-17,2026-04-24,23-Apr-2026,Air,47.51,Supplier Stock Shortage
SHIP-001042,ORD-001179,fedex,Warehouse 45,2025-06-24,2025/07/02,2025-06-30,Ground,27.26,
SHIP-001043,ORD-000149,BlueDart,WH-51,Mar 22 2025,2025-03-25,,Air,41.4,Incorrect Address
SHIP-001044,ORD-001496,XPO Logistics,WH-57,2025/04/24,2025/04/29,Apr 30 2025,Rail,21.99,Weather Disruption
SHIP-001045,ORD-001119,U.P.S.,WH-33,2025-11-18,21-Nov-2025,,Air,46.12,Labor Shortage
SHIP-001046,ORD-000366,Aramex,Warehouse 14,2026/03/23,2026/03/27,2026-03-26,Ground,42.41,Warehouse Processing Backlog
SHIP-001047,ORD-000590,usps,wh-52,2025-10-29,02-Nov-2025,02-Nov-2025,Ground,21.85,
SHIP-001048,ORD-001391,FEDEX,WH-50,Aug 29 2025,2025-09-03,Sep 03 2025,Ground,42.67,Port Congestion
SHIP-001049,ORD-000199,USPS,WH-11,2025/10/09,2025-10-10,Oct 09 2025,Ground,21.66,
SHIP-001050,ORD-001742,U.P.S.,WH-44,06-Jan-2026,11-Jan-2026,09-Jan-2026,Ground,28.9,
SHIP-001051,ORD-000193,,WH-25,Apr 09 2026,2026/04/09,Apr 11 2026,Ground,39.98,Customs Clearance Delay
SHIP-001052,ORD-000405,Blue Dart,WH-08,Jan 10 2025,Jan 12 2025,2025-01-11,Air,47.75,Carrier Capacity Shortage
SHIP-001053,ORD-001450,usps,WH-20,Mar 05 2025,2025-03-06,2025-03-05,Ground,39.13,Incorrect Address
SHIP-001054,ORD-001824,dhl,WH-29,2025-10-01,04-Oct-2025,,Express,62.29,
SHIP-001055,ORD-000484,ups,WH-29,2026-04-06,12-Apr-2026,,Air,48.93,Port Congestion
SHIP-001056,ORD-001346,U.P.S.,wh20,Jul 13 2025,2025-07-13,Jul 20 2025,Ground,27.68,
SHIP-001057,ORD-000792,DHL,Warehouse 31,May 31 2025,Jun 03 2025,01-Jun-2025,Air,60.34,Customs Clearance Delay
SHIP-001058,ORD-000800,USPS,wh09,2025-10-30,03-Nov-2025,2025-11-04,Ground,27.24,Documentation Error
SHIP-001059,ORD-000385,dhl,WH-33,2025-04-05,2025-04-08,2025-04-06,Air,42.33,Vehicle Breakdown
SHIP-001060,ORD-000751,,WH-06,2025/04/24,27-Apr-2025,Apr 24 2025,Air,55.32,Labor Shortage
SHIP-001061,ORD-000423,ups,WH-21,Dec 29 2025,2026/01/01,30-Dec-2025,Air,55.71,
SHIP-001062,ORD-000315,,wh-31,2025-06-07,Jun 09 2025,,Ground,26.97,Documentation Error
SHIP-001063,ORD-001022,UPS,wh-07,26-Dec-2025,29-Dec-2025,2025/12/27,Air,45.75,Weather Disruption
SHIP-001064,ORD-000544,Maersk Line,Warehouse 17,2025/12/30,Jan 04 2026,Jan 06 2026,Ocean,25.73,Carrier Capacity Shortage
SHIP-001065,ORD-000914,Aramex,WH-24,Jan 14 2025,2025-01-15,2025-01-18,Ground,18.95,Warehouse Processing Backlog
SHIP-001066,ORD-000663,U.P.S.,wh50,2025/02/19,20-Feb-2025,2025-02-19,Air,51.56,Warehouse Processing Backlog
SHIP-001067,ORD-000903,Aramex,wh48,Oct 11 2025,2025-10-10,11-Oct-2025,Ground,27.19,Documentation Error
SHIP-001068,ORD-001472,U.P.S.,wh58,02-Apr-2026,2026-04-10,2026-04-09,Air,49.18,Incorrect Address
SHIP-001069,ORD-000686,maersk,WH-24,07-Mar-2026,2026-03-10,,Ocean,29.03,Incorrect Address
SHIP-001070,ORD-001549,U.P.S.,Warehouse 24,2026-01-11,2026-01-15,2026/01/16,Air,46.56,Labor Shortage
SHIP-001071,ORD-000160,Aramex,WH-22,Jan 26 2026,31-Jan-2026,Jan 30 2026,Express,50.97,Port Congestion
SHIP-001072,ORD-001000,usps,wh60,2025/02/28,01-Mar-2025,03-Mar-2025,Ground,20.61,Supplier Stock Shortage
SHIP-001073,ORD-001458,bluedart,WH-50,2025/04/23,28-Apr-2025,2025-04-29,Air,58.4,Customs Clearance Delay
SHIP-001074,ORD-001636,UPS,wh31,2025/10/22,2025/10/30,Oct 28 2025,Air,53.15,Carrier Capacity Shortage
SHIP-001075,ORD-000203,dhl express,wh15,2026/01/29,Jan 30 2026,2026/01/30,Express,59.46,Port Congestion
SHIP-001076,ORD-001024,BlueDart,WH-38,2025-05-11,2025/05/14,May 14 2025,Air,51.67,Port Congestion
SHIP-001077,ORD-001510,Blue Dart,WH-49,27-Sep-2025,Sep 30 2025,2025-09-28,Air,47.77,
SHIP-001078,ORD-001826,dhl,WH-26,Jan 05 2025,07-Jan-2025,Jan 07 2025,Express,50.63,Customs Clearance Delay
SHIP-001079,ORD-000113,DHL Express,wh45,2025-03-07,2025-03-11,Mar 11 2025,Air,43.87,
SHIP-001080,ORD-001666,,WH-36,2026-05-05,May 09 2026,08-May-2026,Air,51.94,Carrier Capacity Shortage
SHIP-001081,ORD-000981,Blue Dart,WH-08,2026/05/11,May 13 2026,May 13 2026,Ground,22.4,
SHIP-001082,ORD-000923,FedEx,wh05,2025-04-19,Apr 21 2025,2025/04/25,Express,51.88,Vehicle Breakdown
SHIP-001083,ORD-001369,,wh06,May 01 2025,2025-05-06,2025/05/05,Air,47.94,Carrier Capacity Shortage
SHIP-001084,ORD-001464,dhl express,WH-50,09-Oct-2025,09-Oct-2025,10-Oct-2025,Air,59.12,Incorrect Address
SHIP-001085,ORD-001320,maersk,wh36,2025/11/27,2025/12/01,2025-12-01,Ocean,20.67,Documentation Error
SHIP-001086,ORD-001151,maersk,WH-16,Aug 17 2025,2025/08/20,Aug 21 2025,Ocean,36.96,
SHIP-001087,ORD-000816,ups,WH-29,2025-08-01,2025/08/05,2025-08-06,Air,52.52,Documentation Error
SHIP-001088,ORD-001262,Aramex,wh45,2026-05-31,02-Jun-2026,,Ground,62.47,Supplier Stock Shortage
SHIP-001089,ORD-001195,,WH-12,May 31 2026,2026-06-06,,Ground,26.99,Carrier Capacity Shortage
SHIP-001090,ORD-000680,,wh20,21-May-2026,May 25 2026,,Express,57.28,Port Congestion
SHIP-001091,ORD-000081,,WH-30,2025-06-02,Jun 06 2025,2025/06/05,Ground,25.81,
SHIP-001092,ORD-001620,UPS,WH-60,2025/07/22,Jul 27 2025,26-Jul-2025,Ground,22.22,
SHIP-001093,ORD-001243,dhl express,wh12,May 25 2026,25-May-2026,May 27 2026,Air,47.53,Carrier Capacity Shortage
SHIP-001094,ORD-001410,bluedart,WH-48,10-Jul-2025,13-Jul-2025,2025/07/13,Ground,44.97,Labor Shortage
SHIP-001095,ORD-000753,MAERSK,WH-52,2025/10/17,2025-10-19,2025-10-18,Ocean,17.42,Labor Shortage
SHIP-001096,ORD-001849,U.P.S.,WH-60,2025/11/02,2025-11-07,2025/11/07,Ground,25.81,Vehicle Breakdown
SHIP-001097,ORD-001055,,WH-50,2025/05/15,18-May-2025,,Ocean,20.86,Weather Disruption
SHIP-001098,ORD-000243,dhl,WH-57,2025-06-04,2025/06/05,2025/06/04,Express,53.94,Labor Shortage
SHIP-001099,ORD-001241,U.S.P.S.,WH-53,2025-07-18,2025-07-17,2025-07-21,Ground,22.77,Warehouse Processing Backlog
SHIP-001100,ORD-000642,UPS,WH-11,19-Dec-2025,2025/12/19,2025-12-19,Air,48.27,
SHIP-001101,ORD-000697,usps,WH-51,09-May-2025,13-May-2025,2025-05-14,Ground,31.3,Vehicle Breakdown
SHIP-001102,ORD-000210,BlueDart,wh-60,22-Nov-2025,2025-11-22,23-Nov-2025,Ground,37.01,
SHIP-001103,ORD-001847,ups,WH-08,2025-04-08,2025-04-14,2025-04-17,Air,42.81,Customs Clearance Delay
SHIP-001104,ORD-000771,USPS,Warehouse 58,06-Aug-2025,2025-08-11,2025/08/09,Ground,41.81,Supplier Stock Shortage
SHIP-001105,ORD-001662,usps,WH-45,2025-01-14,2025-01-17,Jan 16 2025,Ground,29.98,
SHIP-001106,ORD-000436,Aramex,WH-53,2025-09-20,Sep 23 2025,2025-09-22,Express,61.41,Carrier Capacity Shortage
SHIP-001107,ORD-001064,fedex,wh37,13-Aug-2025,Aug 15 2025,2025-08-16,Air,45.17,Labor Shortage
SHIP-001108,ORD-000975,DHL,WH-24,2026/04/09,11-Apr-2026,Apr 11 2026,Air,75.26,
SHIP-001109,ORD-000552,bluedart,WH-44,Dec 06 2025,2025-12-13,2025/12/13,Ground,20.65,Documentation Error
SHIP-001110,ORD-001505,BlueDart,WH-21,2026/03/10,2026-03-13,13-Mar-2026,Air,50.35,Vehicle Breakdown
SHIP-001111,ORD-001299,dhl express,Warehouse 6,2025-06-05,12-Jun-2025,Jun 13 2025,Express,58.36,Labor Shortage
